shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,cat_title,cat_slug,current_canonical_url,proposed_canonical_url,redirect_required,redirect_from,redirect_to,tags,collections,model_used,vision_escalated,suggested_brand_handles
gid://shopify/Product/7991650156836,tekna-gullet-jump-g1,Gullet Tekna Jump G1,Ascot Saddlery,SADDLES: Saddle Accessories & Gullets,SADDLES: Saddle Accessories & Gullets,100,auto,"The product is a gullet for a jumping saddle, which is an accessory used to customize the fit of a saddle. The title, description, and canonical collection hint all indicate that this is a saddle accessory, specifically a gullet. The current type is already correctly set as 'SADDLES: Saddle Accessories & Gullets'.",,Horse > Saddles > Saddle Accessories,/horse/saddles/accessories,/horse/saddles/accessories/tekna-gullet-jump-g1,/horse/saddles/accessories/tekna-gullet-jump-g1,no,,,ascot saddlery; australia only; extra wide; medium; medium wide,saddles; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991650484516,tekna-gullet-jump-g2,Gullet Tekna Jump G2,Ascot Saddlery,SADDLES: Saddle Accessories & Gullets,SADDLES: Saddle Accessories & Gullets,95,auto,"The product is a gullet for a Tekna Jump saddle, which is an accessory for saddles. The title, description, and collections all indicate that it is related to saddle accessories, specifically gullets.",Saddle Accessories; Saddle Gullet,Horse > Saddles > Saddle Accessories,/horse/saddles/accessories,/horse/saddles/accessories/tekna-gullet-jump-g2,/horse/saddles/accessories/tekna-gullet-jump-g2,no,,,ascot saddlery; australia only; narrow; wide,saddles; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991650648356,terramycin-pinkeye-aerosol-125gm,Terramycin Pinkeye Aerosol 125gm,Ascot Saddlery,STABLE: First Aid & Dressings,STABLE: First Aid & Dressings,95,auto,"The product is an aerosol treatment for eye infections in animals, specifically targeting pinkeye in cattle and sheep. It fits well under 'STABLE: First Aid & Dressings' as it is a veterinary first aid product for treating animal health issues.",Medical Supplies; Health Care,Horse > Coat and Hoof care > STABLE: First Aid & Dressings,/horse/veterinary/first-aid,/horse/veterinary/first-aid/terramycin-pinkeye-aerosol-125gm,/horse/veterinary/first-aid/terramycin-pinkeye-aerosol-125gm,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991650976036,terramycin-pinkeye-powder-50gm,Terramycin Pinkeye Powder 50gm,Ascot Saddlery,STABLE: First Aid & Dressings,STABLE: First Aid & Dressings,95,auto,"The product is a veterinary antibiotic powder for treating eye infections in animals, fitting the 'STABLE: First Aid & Dressings' category. The title, description, and canonical collection hint at its use in veterinary first aid, specifically for eye infections and wound care.",Medical Supplies; Health Care,Horse > Coat and Hoof care > STABLE: First Aid & Dressings,/horse/veterinary/first-aid,/horse/veterinary/first-aid/terramycin-pinkeye-powder-50gm,/horse/veterinary/first-aid/terramycin-pinkeye-powder-50gm,no,,,ascot saddlery; australia only; wound care,horse-health; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991651270948,terumo-needle-18g-x-11-2-strip-of-5,Needle Terumo 18g X 11/2 Strip Of 5,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a needle, which is typically used in stable or veterinary settings. The canonical collection hint 'horse/stable/instruments' and the current type 'STABLE: Instruments' support this classification.",Medical Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/terumo-needle-18g-x-11-2-strip-of-5,/horse/stable/instruments/terumo-needle-18g-x-11-2-strip-of-5,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991651434788,terumo-needle-21g-x-11-2-strip-of-5,Needle Terumo 21g X 11/2 Strip Of 5,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a medical needle, which aligns with 'STABLE: Instruments' as it is likely used for veterinary or stable-related medical purposes. The canonical collection hint and image alts also support this classification.",Medical Supplies; Vet Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/terumo-needle-21g-x-11-2-strip-of-5,/horse/stable/instruments/terumo-needle-21g-x-11-2-strip-of-5,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991651893540,terumo-syringe-10ml-each,Syringe Terumo 10ml Each,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a syringe, which is typically used for medical or stable-related purposes. The canonical collection hint and image alts both reference 'STABLE: Instruments', indicating its use in a stable setting. The vendor, Ascot Saddlery, supports the equestrian context.",Medical Supplies; Vet Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/terumo-syringe-10ml-each,/horse/stable/instruments/terumo-syringe-10ml-each,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652024612,terumo-syringe-20ml-each,Syringe Terumo 20ml Each,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a syringe, which is typically used in stable settings for medical purposes. The canonical collection hint 'horse/stable/instruments' and the image alt text 'STABLE: Instruments' support this classification.",Medical Supplies; Vet Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/terumo-syringe-20ml-each,/horse/stable/instruments/terumo-syringe-20ml-each,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652319524,terumo-syringe-60ml-each,Syringe Terumo 60ml Each,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a syringe, which is typically used in stable settings for medical purposes. The canonical collection hint and image alts both suggest 'STABLE: Instruments', aligning with the current type.",Medical Supplies; Vet Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/terumo-syringe-60ml-each,/horse/stable/instruments/terumo-syringe-60ml-each,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652417828,thermometer-digital-flexible,Thermometer Digital Flexible,Ascot Saddlery,STABLE: Instruments,STABLE: Instruments,95,auto,"The product is a digital flexible thermometer, which is typically used in stable settings for monitoring horse health. The canonical collection hint and image alts both suggest 'STABLE: Instruments', aligning with the current type.",Medical Supplies; Vet Supplies,Horse > Stable Accessories > STABLE: Instruments,/horse/stable/instruments,/horse/stable/instruments/thermometer-digital-flexible,/horse/stable/instruments/thermometer-digital-flexible,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652483364,thinning-knife,Thinning Knife,Ascot Saddlery,STABLE: Grooming,STABLE: Grooming,90,auto,"The product is a thinning knife used for grooming, as indicated by the title and description. The canonical collection hint and image alts also suggest it belongs to grooming products. The current type 'STABLE: Grooming' is appropriate.",grooming; Horse Grooming,"Horse > Coat, Hoof & Grooming",/horse/grooming,/horse/grooming/thinning-knife,/horse/grooming/thinning-knife,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652548900,thinning-razor-comb-plastic-blue,Thinning Razor & Comb Plastic Blue,Ascot Saddlery,STABLE: Grooming,STABLE: Grooming,90,auto,"The product is a thinning razor and comb, which is used for grooming manes and tails. The canonical collection hint and image alts both suggest it belongs to grooming. The current type is also 'STABLE: Grooming'.",grooming; Horse Grooming,"Horse > Coat, Hoof & Grooming",/horse/grooming,/horse/grooming/thinning-razor-comb-plastic-blue,/horse/grooming/thinning-razor-comb-plastic-blue,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991652843812,thinning-scissors,Thinning Scissors,Ascot Saddlery,STABLE: Grooming,grooming,90,auto,"The product is thinning scissors used for grooming, as indicated by the title and description. The canonical collection hint 'horse/grooming' supports this classification. The current type 'STABLE: Grooming' aligns with the allowed type 'Grooming'.",STABLE: Grooming; Horse Grooming,"Horse > Coat, Hoof & Grooming",/horse/grooming,/horse/grooming/thinning-scissors,/horse/grooming/thinning-scissors,no,,,ascot saddlery; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991653204260,thomas-cook-all-rounder-western-boots-ladies,Western Boots Thomas Cook All Rounder Ladies,Ascot Saddlery,FOOTWEAR: Western & Roper Boots,FOOTWEAR: Western & Roper Boots,100,auto,"The product is clearly described as 'Western Boots' in the title and image alts, and the canonical collection hint is 'clothing/footwear/western'. The description and tags further confirm it is a type of western boot for ladies.",,Clothing > FOOTWEAR: Equestrian Footwear > FOOTWEAR: Western & Roper Boots,/clothing/footwear/western,/clothing/footwear/western/thomas-cook-all-rounder-western-boots-ladies,/clothing/footwear/western/thomas-cook-all-rounder-western-boots-ladies,no,,,7.5; 8.5; 9.0; 9.5; ascot saddlery,footwear; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991653892388,thomas-cook-belt-comfort-dark-brown-dark-brown,Belt Thomas Cook Comfort Dark Brown & Dark Brown,Ascot Saddlery,CLOTHING: Belts,belts,95,auto,"The product is clearly described as a belt in the title and description, and it is categorized under 'clothing/accessories/belts'. The tags and collections further support this classification.",CLOTHING: Belts; Belt,Clothing > Clothing Accessories > CLOTHING: Belts,/clothing/accessories/belts,/clothing/accessories/belts/thomas-cook-belt-comfort-dark-brown-dark-brown,/clothing/accessories/belts/thomas-cook-belt-comfort-dark-brown-dark-brown,no,,,ascot saddlery; australia only; belts; extra large; large,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991654187300,thomas-cook-bill-rugby-top-red-mens,Thomas Cook Bill Rugby Top Red Mens,Ascot Saddlery,CLOTHING: Casual Clothing Mens,CLOTHING: Casual Clothing Mens,95,auto,"The product is a men's rugby top, categorized under casual clothing. The title, tags, and collections all indicate it's a casual top for men. The canonical collection hint also supports this categorization.",Clothing - Men's Clothing; Mens,Clothing > Mens > CLOTHING: Casual Clothing Mens,/clothing/mens/casual,/clothing/mens/casual/thomas-cook-bill-rugby-top-red-mens,/clothing/mens/casual/thomas-cook-bill-rugby-top-red-mens,no,,,ascot saddlery; australia only; casual tops; extra large; mens tops,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991654547748,thomas-cook-cap-signature-dark-navy,Cap Thomas Cook Signature Dark Navy,Ascot Saddlery,CLOTHING: Hats & Caps,cap,95,auto,"The product is clearly described as a 'Cap' in the title and tags. The vendor and collections suggest it is related to horse-riding apparel, but the specific item is a cap.",CLOTHING: Hats & Caps; Hats & Accessories,Clothing > Clothing Accessories > Caps,/clothing/accessories/caps,/clothing/accessories/hats/thomas-cook-cap-signature-dark-navy,/clothing/accessories/caps/thomas-cook-cap-signature-dark-navy,yes,/clothing/accessories/hats/thomas-cook-cap-signature-dark-navy,/clothing/accessories/caps/thomas-cook-cap-signature-dark-navy,ascot saddlery; australia only; hats and caps,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991656186148,thomas-cook-gumboot-launceston-w22-navy-magenta,Thomas Cook Gumboot Launceston W22 Navy & Magenta,Ascot Saddlery,FOOTWEAR: Casual Footwear,FOOTWEAR: Casual Footwear,90,auto,"The product is a gumboot, which fits under casual footwear. The title and description emphasize its casual nature and design, aligning with the 'FOOTWEAR: Casual Footwear' category.",FOOTWEAR: Equestrian Footwear,Clothing > FOOTWEAR: Equestrian Footwear > casual footwear,/clothing/footwear/casual,/clothing/footwear/casual/thomas-cook-gumboot-launceston-w22-navy-magenta,/clothing/footwear/casual/thomas-cook-gumboot-launceston-w22-navy-magenta,no,,,7; ascot saddlery; australia only,pets; ascot-saddlery; on-sale,gpt-4o,no,
gid://shopify/Product/7991656513828,thomas-cook-gumboot-wynyard-w22-fuschia-black,Thomas Cook Gumboot Wynyard W22 Fuschia & Black,Ascot Saddlery,FOOTWEAR: Casual Footwear,FOOTWEAR: Casual Footwear,90,auto,"The product is a gumboot, which falls under casual footwear. The title and description emphasize its casual nature with features like faux-fur lining and rubber materials, aligning with 'FOOTWEAR: Casual Footwear'.",FOOTWEAR: Equestrian Footwear; Boots,Clothing > FOOTWEAR: Equestrian Footwear > casual footwear,/clothing/footwear/casual,/clothing/footwear/casual/thomas-cook-gumboot-wynyard-w22-fuschia-black,/clothing/footwear/casual/thomas-cook-gumboot-wynyard-w22-fuschia-black,no,,,6; ascot saddlery; australia only,ascot-saddlery; on-sale; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991656644900,thomas-cook-hat-crushable-fawn,Hat Thomas Cook Crushable Fawn,Ascot Saddlery,CLOTHING: Hats & Caps,hats,90,auto,"The product is a hat, as indicated by the title 'Hat Thomas Cook Crushable Fawn' and the tags 'hats and caps'. The canonical collection hint also suggests it belongs to 'clothing/accessories/hats'.",CLOTHING: Hats & Caps; Hat; Hats & Accessories,Clothing > Clothing Accessories > beanies,/clothing/accessories/hats,/clothing/accessories/hats/thomas-cook-hat-crushable-fawn,/clothing/accessories/hats/thomas-cook-hat-crushable-fawn,no,,,56cm; 57cm; 58cm; 59cm; 60cm,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991656972580,thomas-cook-hat-drover-fawn,Hat Thomas Cook Drover Fawn,Ascot Saddlery,CLOTHING: Hats & Caps,CLOTHING: Hats & Caps,95,auto,"The product is a hat, as indicated by the title 'Hat Thomas Cook Drover Fawn' and the tags 'hats and caps'. The description further supports this by detailing features typical of a hat, such as a braided hat band and a leather sweat band. The canonical collection hint also points to 'clothing/accessories/hats'.",hats; Hat,Clothing > Clothing Accessories > beanies,/clothing/accessories/hats,/clothing/accessories/hats/thomas-cook-hat-drover-fawn,/clothing/accessories/hats/thomas-cook-hat-drover-fawn,no,,,56cm; 57cm; 58cm; 59cm; ascot saddlery,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991657103652,thomas-cook-hat-drover-sand,Hat Thomas Cook Drover Sand,Ascot Saddlery,CLOTHING: Hats & Caps,hats,90,auto,"The product is a hat, as indicated by the title 'Hat Thomas Cook Drover Sand' and the tags 'hats and caps'. The description further supports this with details about the hat's features and materials.",CLOTHING: Hats & Caps; Hat; Hats & Accessories,Clothing > Clothing Accessories > beanies,/clothing/accessories/hats,/clothing/accessories/hats/thomas-cook-hat-drover-sand,/clothing/accessories/hats/thomas-cook-hat-drover-sand,no,,,56cm; 57cm; 58cm; 59cm; 60cm,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991657791780,thomas-cook-hat-highlands-fawn,Hat Thomas Cook Highlands Fawn,Ascot Saddlery,CLOTHING: Hats & Caps,hats,90,auto,"The product is a hat, as indicated by the title 'Hat Thomas Cook Highlands Fawn' and the description detailing features typical of hats. The tags and collections also support this classification, specifically mentioning 'hats and caps'.",CLOTHING: Hats & Caps; Hat; Hats & Accessories,Clothing > Clothing Accessories > beanies,/clothing/accessories/hats,/clothing/accessories/hats/thomas-cook-hat-highlands-fawn,/clothing/accessories/hats/thomas-cook-hat-highlands-fawn,no,,,56cm; 57cm; 58cm; 60cm; ascot saddlery,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991657955620,thomas-cook-hat-highlands-sand,Hat Thomas Cook Highlands Sand,Ascot Saddlery,CLOTHING: Hats & Caps,hats,90,auto,"The product is a hat, as indicated by the title 'Hat Thomas Cook Highlands Sand' and the description detailing features typical of hats. The tags and collections also support this classification, specifically mentioning 'hats and caps'.",CLOTHING: Hats & Caps; Hat; Hats & Accessories,Clothing > Clothing Accessories > beanies,/clothing/accessories/hats,/clothing/accessories/hats/thomas-cook-hat-highlands-sand,/clothing/accessories/hats/thomas-cook-hat-highlands-sand,no,,,56cm; 57cm; 58cm; 59cm; ascot saddlery,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991657988388,thomas-cook-jean-rhian-bootcut-34-darkest-night-ladies,Jeans Thomas Cook Rhian Bootcut 34 Darkest Night Ladies,Ascot Saddlery,CLOTHING: Jeans,CLOTHING: Jeans,95,auto,"The product is clearly described as 'Jeans' in the title, description, and image alts. The canonical collection hint and current type also support this classification. The vendor and collections indicate it's part of a clothing line, specifically for ladies, which aligns with the 'CLOTHING: Jeans' type.",Jeans; Ladies Clothing,Clothing > Mens > Mens Jeans,/clothing/mens/jeans,/clothing/mens/jeans/thomas-cook-jean-rhian-bootcut-34-darkest-night-ladies,/clothing/mens/jeans/thomas-cook-jean-rhian-bootcut-34-darkest-night-ladies,no,,,10; 12; 14; ascot saddlery; australia only,horse-riding-apparel; ascot-saddlery; on-sale,gpt-4o,no,
gid://shopify/Product/7991658610980,thomas-cook-jeans-ada-skinny-morning-sky-ladies,Jeans Thomas Cook Ada Skinny Morning Sky Ladies,Ascot Saddlery,CLOTHING: Jeans,Jeans,100,auto,"The product title, description, and image alts clearly indicate that this is a pair of jeans specifically for ladies. The current type is already 'CLOTHING: Jeans', which aligns with the allowed type 'Jeans'.",CLOTHING: Jeans,Clothing > Mens > Mens Jeans,/clothing/mens/jeans,/clothing/mens/jeans/thomas-cook-jeans-ada-skinny-morning-sky-ladies,/clothing/mens/jeans/thomas-cook-jeans-ada-skinny-morning-sky-ladies,no,,,08; 12; 14; 16; ascot saddlery,horse-riding-apparel; ascot-saddlery; on-sale,gpt-4o,no,
gid://shopify/Product/7991659528484,thomas-cook-moleskin-straight-leg-navy-mens,Moleskins Thomas Cook Straight Leg Navy Mens,Ascot Saddlery,CLOTHING: Jeans,CLOTHING: Jeans,100,auto,The product is described as 'Thomas Cook Stretch Moleskin Jeans' and is categorized under 'clothing/mens/jeans'. The title and description clearly indicate that these are jeans for men.,,Clothing > Mens > Mens Jeans,/clothing/mens/jeans,/clothing/mens/jeans/thomas-cook-moleskin-straight-leg-navy-mens,/clothing/mens/jeans/thomas-cook-moleskin-straight-leg-navy-mens,no,,,32w 34l; 34w 34l; 36w 34l; 38w 34l; 40w 34l,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/7991660249380,thomas-cook-moleskin-straight-leg-sand-mens,Moleskins Thomas Cook Straight Leg Sand Mens,Ascot Saddlery,CLOTHING: Jeans,Mens Jeans,90,auto,The product is described as 'Thomas Cook Stretch Moleskin Jeans' and is listed under the 'mens' collection. The canonical collection hint also points to 'clothing/mens/jeans'.,CLOTHING: Jeans; Mens,Clothing > Mens > Mens Jeans,/clothing/mens/jeans,/clothing/mens/jeans/thomas-cook-moleskin-straight-leg-sand-mens,/clothing/mens/jeans/thomas-cook-moleskin-straight-leg-sand-mens,no,,,32w 34l; 34w 34l; 36w 34l; 38w 34l; 40w 34l,horse-riding-apparel; ascot-saddlery; globo_basis_collection,gpt-4o,no,
